"公司代號","公司名稱","公司簡稱","產業類別","外國企業註冊地國","住址","營利事業統一編號","董事長","總經理","發言人","發言人職稱","代理發言人","總機電話","成立日期","上櫃日期","普通股每股面額","實收資本額(元)","已發行普通股數或TDR原發行股數","私募普通股(股)","特別股(股)","編製財務報告類型","普通股盈餘分派或虧損撥補頻率","普通股年度(含第4季或後半年度)現金股息及紅利決議層級","股票過戶機構","過戶電話","過戶地址","簽證會計師事務所","簽證會計師1","簽證會計師2","英文簡稱","英文通訊地址","傳真機號碼","電子郵件信箱","公司網址","投資人關係聯絡人","投資人關係聯絡人職稱","投資人關係聯絡電話","投資人關係聯絡電子郵件","公司網站內利害關係人專區網址","公司網站內公司治理資訊專區網址"
"1580","新麥企業股份有限公司","新麥","電機機械","－","新北市五股區五權六路23號","	12461082","謝順和","謝順和","蕭淑娟","副總經理","翁麗勉","02-22981148","1983/09/27","2007/12/10",新台幣                 10.0000元,493392420,49339242,0,0,合併,每年,董事會,"台新證券股務代理部","02-25048125","台北市建國北路一段96號B1","勤業眾信聯合會計師事務所","張耿禧","劉力維","SINMAG","No.23, Wuquan 6th Rd., Wugu Dist.New Taipei City , Taiwan (R.O.C.)","02-22981718","sinmag.tw@sinmag.com.tw","www.sinmag.com.tw","蕭淑娟","副總經理","02-22981148","sinmag.tw@sinmag.com.tw","https://www.sinmag.com.tw/msg/message-§Q?`???Y?H±M°?-8.html","－"
"1584","精剛精密科技股份有限公司","精剛","其他","－","台南市柳營區工一路15號(環保科技園區)","	80334042","王炯棻","邱俊宏 (兼任)","邱俊宏","執行長","林美伶","06-6235143","2002/05/15","2007/11/28",新台幣                 10.0000元,2324705330,232470533,0,0,合併,每年,股東會,"凱基證券股份有限公司","02-23892999","100台北市中正區重慶南路一段2號5樓","資誠聯合會計師事務所","田中玉","徐惠榆","STC","No.15,Gong 1st Road,Da Nong Village, Liouying Township, Tain","06-6233311","http://www.s-tech.com.tw","http://www.s-tech.com.tw","林美伶","協理","06-6235143","crystal.lin@s-tech.com.tw","https://www.s-tech.com.tw/zh-tw/a4-694-3292/§Q?`???Y?H±M°?.html","https://www.s-tech.com.tw/zh-tw/a4-694/§????H±M°?.html"
"1586","和勤精機股份有限公司","和勤","電機機械","－","彰化縣伸港鄉興工路40號","	86985605","林輝政","鄭婷勻","鄭婷勻","總經理","陳益莊","04-7980339","1992/11/09","2012/01/09",新台幣                 10.0000元,1068494670,106849467,20000000,0,合併,每年,董事會,"群益金鼎證券股份有限公司","02-2702-3999","台北市大安區敦化南路二段97號地下二樓","安侯建業聯合會計師事務所","高鈺倫","陳宗哲","CFTC","No. 40, Xinggong Rd., Shengang Township,Changhua County 509, Taiwan (R.O.C.)","04-7980329","cftc.service@cftc-hc.com.tw","http://www.cftc.tw","鄭婷勻","總經理","04-7980339","spokesman@cftc.tw","http://www.cftc.tw","https://www.cftc.tw/investors.htm"
"1591","英屬開曼群島商駿吉控股(股)公司","駿吉-KY","電機機械","KY","Suite 102, Cannon Place, North Sound Rd., George Town","	53650116","胡德立","胡德立","陳志德","子公司董事長","田書祥","02-77097667","2009/11/19","2012/03/23",新台幣                 10.0000元,380480470,38048047,3250000,0,合併,每半會計年度,董事會,"元大證券股份有限公司股務代理部","02-25048125","106045臺北市大安區敦化南路2段67號地下一樓","安侯建業聯合會計師事務所","陳明輝","張肇文","INMAX","7F., No. 3, Sec. 5, Nanjing E. Rd., Songshan Dist.Taipei City 105409 , Taiwan (R.O.C.)","02-27602877","ky1591@inmax-fasteners.com","http://inmaxholding.com/","陳志德","子公司董事長","02-77097667","ky1591@inmax-fasteners.com","http://inmaxholding.com/","http://inmaxholding.com/"
"1593","祺驊股份有限公司","祺驊","運動休閒","－","新竹縣湖口鄉德興路231號","	97432341","李佳蓉","李佳蓉","黃寧民","財務部副總經理","連子瑞","03-6992860","1997/03/15","2012/06/13",新台幣                 10.0000元,397847720,39784772,0,0,合併,每季,董事會,"富邦綜合證券(股)公司股務代理部","02-23611300","台北市許昌街17號11樓","勤業眾信聯合會計師事務所","邱鏞銘","張至誼","CHI HUA","No. 231 , Dexing  Rd.HuKou Township , Hsinchu County,Taiwan","03-5906393","ir@chihua.com.tw","http://www.chihua.com.tw","黃寧民","財務部副總經理","03-6992860#260","ir@chihua.com.tw","http://www.chihua.com.tw/??·~??·|?d??/#Stakeholders","http://www.chihua.com.tw/???q?v?z-3"
"1595","川寶科技股份有限公司","川寶","電子零組件業","－","桃園市蘆竹區長興路三段277巷33號","	16860440","張鴻明","曾偉倫","簡麗真","協理","張亦喬","03-3249948","1999/02/19","2011/10/04",新台幣                 10.0000元,541994800,54199480,0,0,合併,每年,董事會,"福邦證券股份有限公司","02-2383-6888","台北市中正區忠孝西路一段6號6樓","勤業眾信聯合會計師事務所","方蘇立","張至誼","CBT","No.33, Ln. 277, Sec. 3, Changxing Rd., Luzhu Dist.,Taoyuan City 338, Taiwan","03-3249968","spokesman@cbtech.com.tw","http://www.cbtech.com.tw/","簡麗真","協理","03-3249948#818","spokesman@cbtech.com.tw","http://www.cbtech.com.tw/","https://www.cbtech.com.tw/web/investor/company.jsp?dmid=DM1701937289144&lang=tw"
"1599","宏佳騰動力科技股份有限公司","宏佳騰","電機機械","－","台南市山上區南洲里南洲41號","	80621419","鍾杰霖","鍾杰霖","林佳慧","經理","胡春慧","06-5783988","2003/12/25","2012/12/25",新台幣                 10.0000元,745287640,74528764,0,0,合併,每年,董事會,"統一綜合證券股份有限公司","02-27463797","臺北市松山區東興路8號B1","資誠聯合會計師事務所","林姿妤","葉芳婷","AEON","No.41,Nanzhou,Shanshang Dist.,Tainan City 74342,Taiwan(R.O.C.)","06-5783136","aeon@aeonmotor.com.tw","www.aeonmotor.com","林佳慧","經理","06-5783988","aeon@aeonmotor.com.tw","http://www.aeonmotor.com.tw/Shareholdercheck.php","https://www.aeonmotor.com.tw/pages/governance"
"1742","台灣蠟品股份有限公司","台蠟","化學工業","－","桃園市大園區中山南路二段610號3樓","	22625269","陳霆瑞","待聘任","曾柏堯","財務主管","待聘任","05-2219180","1987/08/13","2004/05/14",新台幣                 10.0000元,926713000,92671300,46057341,0,合併,每年,股東會,"康和綜合證券股份有限公司","02-87871118","台北市信義區基隆路一段176號B1","霈昇聯合會計師事務所","林育雅","邱奕志","TWC","3rd Floor, No. 610, Section 2, Zhongshan South Road, Dayuan DistrictTaoyuan City, Taiwan, R.O.C.","05-2130645","twx6688@ms26.hinet.net","http://www.wax.com.tw/","曾柏堯","財務主管","03-3163816","paul.tseng@wax.com.tw","http://www.wax.com.tw/","http://www.wax.com.tw/"
"1777","生泰合成工業股份有限公司","生泰","生技醫療業","－","台南市新營區開元路168號","	72197621","蕭振明","洪俊誠","蕭振明","董事長","莊美琪","06-6362121~3","1982/11/09","2005/10/19",新台幣                 10.0000元,445917130,44591713,0,0,個別,每年,董事會,"元大證券股份有限公司股務代理部","(02)2586-5859","106臺北市大安區敦化南路2段67號地下一樓","資誠聯合會計師事務所","葉芳婷","徐惠榆","SYN-TECH","No.168 Kai Yuan Rd., Hsin Ying DistrictTainan City 73055, Taiwan, R.O.C","06-6351165","fc3@syn-tech.com.tw","https://www.syn-tech.com.tw","蕭振明","董事長","06-6362121~3","investor.relation@syn-tech.com.tw","https://www.syn-tech.tw/","https://www.syn-tech.tw/"
"1781","合世生醫科技股份有限公司","合世","生技醫療業","－","新北市中和區建一路186號9樓","	97304042","楊國和","李紹弘","李淑芬","財務處副總","沈瞬良","82271300","1996/12/16","2004/12/24",新台幣                 10.0000元,474076050,47407605,0,0,合併,每年,股東會,"富邦綜合證券股份有限公司","02-2361-1300","台北市中正區許昌街17號2樓","資誠聯合會計師事務所","周筱姿","林冠宏","H&L","9F.NO.186 Jian Yi  Road Chung Ho CityTaipei,Taiwan","82271301","public@hlmt.com.tw","www.healthandlife.com.tw","李淑芬","財務處副總","82271300*18811","public@hlmt.com.tw","www.healthandlife.com.tw","www.healthandlife.com.tw"
"1784","訊聯生物科技股份有限公司","訊聯","生技醫療業","－","台北市內湖區新湖一路36巷28號1樓","	70836411","蔡政憲","康清原","康清原","總經理","楊志峰","(02)27951777","2000/08/17","2007/07/26",新台幣                 10.0000元,531211910,53121191,0,0,合併,每半會計年度,董事會,"中國信託商業銀行(股)公司代理部","(02)66365566","台北市重慶南路一段83號5樓","資誠聯合會計師事務所","黃珮娟","鄧聖偉","BIONET CORP.","1F,No.28, Ln. 36 , Xinhu 1st  Rd.Neihu Dist.,Taipei  City 11497, , Taiwan","(02)27938009","investment@BionetCorp.com","http://www.BionetCorp.com","余明忠","財務處專案經理","(02)27951777","davidyu@BionetCorp.com","https://www.bionetcorp.com/article?ac_id=32&ac_sub_id=35&a_id=39","https://www.bionetcorp.com/article?ac_id=32&ac_sub_id=35&a_id=93"
"1785","光洋應用材料科技股份有限公司","光洋科","其他電子業","－","台南市安南區工業三路1號","	43787872","&#40644;&#21843;峰","&#40644;&#21843;峰","&#40644;&#21843;峰","董事長暨總經理","孫玉玲","06-5110123","1978/08/29","2005/01/31",新台幣                 10.0000元,5960022430,596002243,0,0,合併,每年,董事會,"永豐金證券股份有限公司","02-23816288","台北市中正區博愛路17號3樓","勤業眾信聯合會計師事務所","楊朝欽","李季珍","Solar","No.1, Gongye 3rd Rd., Annan Dist,Tainan City 70955, Taiwan (R.O.C.)","06-3843216","shareholders@solartech.com.tw","http://www.solartech.com.tw/tw/index.html","孫玉玲","副處長","06-5110123","shareholders@solartech.com.tw","https://www.solartech.com.tw/esg/corporate_governance/","https://www.solartech.com.tw/investors/link/corporate_governance/"
"1788","杏昌生技股份有限公司","杏昌","生技醫療業","－","新北市三重區重新路5段609巷2號8樓之2","	23161816","李忠良","陳國師","李映芬","管理處副總經理","張耀元","6626-1166","1989/02/13","2009/07/20",新台幣                 10.0000元,445209710,44520971,0,0,合併,每年,股東會,"元富證券股份有限公司股務代理部","(02)2768-6668","台北市松山區光復北路11巷35號地下1樓","安侯建業聯合會計師事務所","楊樹芝","洪士剛","HCI","8F.2,NO.2,Ln.609,Sec.5,Chongxin Rd.,Sanchong Dist.,New Taipei City 24159,TaiwaR.O.C.","2995-3363","jerry_pon108@hiclearance.com.tw","www.hiclearance.com.tw","李映芬","管理處副總經理","6626-1166#510","nancy_lee@hiclearance.com.tw","www.hiclearance.com.tw","－"
"1796","金穎生物科技股份有限公司","金穎生技","食品工業","－","台南市新營區新工路33號","	16962158","張曉莉","金晉德","蕭興義","副總經理","金晉德","06-5109001","1999/07/17","2018/01/22",新台幣                 10.0000元,414597930,41459793,0,0,合併,每年,董事會,"兆豐證券股份有限公司","(02)33930898","台北市忠孝東路二段95號1樓","資誠聯合會計師事務所","徐惠榆","林秀珊","GeneFerm","No.33,Shin-Kung RdShinying City,Tainan County,Taiwan","06-5055750","geneferm@geneferm.com","http://www.geneferm.com","蘇琪棉","經理","06-5109001","investor@geneferm.com","https://www.geneferm.com/zh-tw/financials.html","https://www.geneferm.com/zh-tw/governance.html"
"1799","易威生醫科技股份有限公司","易威","生技醫療業","－","新竹科學園區新竹市東區研發二路10號1樓","	16570131","林翰飛","李艾平","吳雪君","財務協理","洪筠","(03)666-9596","1998/08/10","2008/11/10",新台幣                 10.0000元,1246895270,124689527,77002580,0,合併,每年,股東會,"宏遠證券股份有限公司股務代理部","(02)2326-8818","臺北市大安區信義路四段236號3樓","資誠聯合會計師事務所","劉倩瑜","鄭雅慧","EASYWELL","1F., No.10, Yanfa 2nd Road, Hsinchu Science ParkHsinChu 30076, TAIWAN(R.O.C)","(03)666-9697","spokesman@easywellbio.com","http://www.easywellbio.com","吳雪君","財務協理","03-6669596","spokesman@easywellbio.com","http://www.easywellbio.com","https://www.easywellbio.com/zh-tw/govern_organization.php"
"1813","寶利徠光學科技股份有限公司","寶利徠","生技醫療業","－","33759桃園市大園區南港里11鄰長發路406號","	84449952","宋一新","倪鏡如","倪鏡如","總經理","陸芸平","03-3853934","1993/09/22","2009/08/04",新台幣                 10.0000元,466355100,46635510,0,0,合併,每年,董事會,"群益金鼎證券股份有限公司","02-27023999","台北市松山區敦化南路二段97號B2","勤業眾信聯合會計師事務所","趙永祥","陳彥君","Polylite","No. 406, Changfa Rd., Dayuan Dist.Taoyuan City 33759, Taiwan R.O.C.","03-3863837","info@gialens.com.tw","http://www.gialens.com.tw?@","倪鏡如","總經理","03-3853934","ninonni@gialens.com.tw","http://www.gialens.com.tw/index.asp?area=CSR&menu=CSR02","－"
"1815","富喬工業股份有限公司","富喬","電子零組件業","－","雲林縣斗六市榴南里斗工十六路8號","	16834268","張元賓","陳壁程","胡銘倫","協理","楊閔安","02-27357658","1999/01/14","2006/01/23",新台幣                 10.0000元,5848862540,584886254,0,0,合併,每年,股東會,"富喬工業股份有限公司股務室","02-2705-1333","台北市敦化南路二段九十八號十二樓","勤業眾信聯合會計師事務所","劉建良","王儀雯","FFG","NO8.Dou Kong 16 RoadDou Leu City,Taiwan.","02-27357698","fulltech@ffg.com.tw","http://www.ffg.com.tw","胡銘倫","協理","2735-7658","lester@ffg.com.tw","http://www.ffg.com.tw/contact-02.asp","－"
"2035","唐榮鐵工廠股份有限公司","唐榮公司","鋼鐵工業","－","高雄市小港區沿海二路四號","	75460005","趙健在","周明宏","劉岳前","管理部門副總經理","林郁","07-8022811","1940/05/01","2006/07/07",新台幣                 10.0000元,3500000000,350000000,0,0,個別,每年,股東會,"群益金鼎證券股份有限公司","02-2702-3999","台北市敦化南路2段97號地下2樓","安侯建業會計師事務所","黃欣婷","韓沂璉","TE　　","No.4,  Yen Hai 2nd Rd., Hsiao Kang .,Kaohsiung City,Taiwan ROC","07-8010801","teweb@mail.tangeng.com.tw","http://www.tangeng.com.tw","柯盈&#20227;","助理管理師","07-8022811","30458@mail.tangeng.com.tw","http://www.tangeng.com.tw","http://www.tangeng.com.tw"
"2061","風青實業股份有限公司","風青","電器電纜","－","高雄市苓雅區新光路38號30樓之4","	89260422","陳信宇","林水成","蔡玉賢","稽核主管","王文英","07-2693339","1994/09/10","2010/12/09",新台幣                 10.0000元,573780520,57378052,0,0,合併,每年,董事會,"中國信託商業銀行代理部","02-66365566","台北市重慶南路一段83號5樓","資誠聯合會計師事務所","吳建志","王駿凱","FENG CHING","30F.-4, No. 38, Xinguang Rd., Lingya Dist.,Kaohsiung City 802, Taiwan (R.O.C.)","07-2693515","r7873942@ms23.hinet.net","http://www.fcm.com.tw","蔡玉賢","稽核主管","07-2693339","hsien727@fcm.com.tw","https://www.fcm.com.tw/hot_404469.html","https://www.fcm.com.tw/hot_cg98946.html"
"2063","世鎧精密股份有限公司","世鎧精密","鋼鐵工業","－","高雄市岡山區本洲里本工一路一號","	86637206","杜泰源","林上安","鄭守傑","副總經理","張威健","07-6225669","1992/04/28","2010/09/07",新台幣                 10.0000元,481014530,48101453,0,0,合併,每季,董事會,"永豐金證券股份有限公司","02-23816288","10044台北市中正區博愛路17號3樓","勤業眾信聯合會計師事務所","許凱甯","郭麗園","SHEH KAI","NO.1, Ben Gong 1st Rd., Ben Chou Industrial Park, Kangshan TownKaohsiung82059, Taiwan","07-6230964","roger@shehkai.com.tw","www.shehkai.com.tw","鄭守傑","副總經理","07-6225669","roger@shehkai.com.tw","www.shehkai.com.tw/list/cate-54177.htm","https://www.shehkai.com.tw/list/cate-60085.htm"
"2064","晉椿工業股份有限公司","晉椿","鋼鐵工業","－","50544彰化縣鹿港鎮鹿工路24號","	30826319","陳譽","蕭良賢","陳譽","董事長","黃俊勳","04-7810000","1971/05/10","2014/12/26",新台幣                 10.0000元,693300000,69330000,0,0,合併,每年,董事會,"群益金鼎證券股份有限公司","02-27035000","台北市大安區敦化南路二段97號B2","安侯建業聯合會計師事務所","黃柏淑","吳仲舜","CAMELLIA","No.24, Lugong Rd., Chang Bin Industrial ParkLugang Town, Chang Hua County , Taiwan","04-7810099","cametal.taiwan@msa.hinet.net","http://www.camelliametal.com","陳譽","董事長","04-7810000","edward@camelliametal.com","http://www.camelliametal.com","http://www.camelliametal.com"
"2065","世豐螺絲股份有限公司","世豐","鋼鐵工業","－","(82547)高雄市橋頭區頂鹽里復興西路810號","	31213886","杜泰源","陳駿彥","陳秀珠","副總","陳姿吟","07-6116116","1973/08/09","2017/04/21",新台幣                 10.0000元,635167070,63516707,0,0,合併,每季,董事會,"富邦綜合證券股份有限公司","02-23611300","台北市許昌街17號2樓","安侯建業聯合會計師事務所","蘇彥達","許振隆","SF","No.810, Fuxing W. Rd.Kaohsiung City 82547, Taiwan (R.O.C.)","07-6197589","investor@shehfung.com","www.shehfung.com","陳秀珠","副總","07-6116116","investor@shehfung.com","www.shehfung.com","－"
"2066","世德工業股份有限公司","世德","電機機械","－","高雄市大寮區(831)大發工業區華西路20號","	22546808","陳光裕","陳光裕","陳怡樺","財務主管","黃雅鈴","07-7889168","1988/01/29","2013/09/24",新台幣                 10.0000元,444495270,44449527,0,0,合併,每半會計年度,董事會,"台新綜合證券(股)公司股務代理部","02-25048125","台北市中山區建國北路一段96號B1","安侯建業聯合會計師事務所","陳永祥","許振隆","SUMEEKO","No.20,HuaxiRd.,Ta-Fa Industrial Dist.Kaohsiung County 831 Taiwan,R.O.C.","07-7887868","invest@sumeeko.com","www.sumeeko.com","陳怡樺","財務主管","07-7889168","invest@sumeeko.com","www.sumeeko.com","－"
"2067","嘉鋼精密工業股份有限公司","嘉鋼","電機機械","－","(62155)嘉義縣民雄鄉民雄工業區成功二街21號","	66402912","曹恆健","陳龍芳","陳龍芳","總經理","蕭景淑","(05)2211411","1974/04/11","2014/05/26",新台幣                 10.0000元,451381770,45138177,0,0,合併,每年,董事會,"中國信託商業銀行代理部","(02)66365566","台北市重慶南路一段83號5樓","國富浩華聯合會計師事務所","李國銘","謝仁耀","CYSTEEL","21 Chenggong 2nd St. Minxiong Township,Chia Yi County, Taiwan","(05)2208033","abby@cysteel.com.tw","http://www.cysteel.com.tw/","陳龍芳","總經理","(05)2211411","jacky.chen@cysteel.com.tw","http://www.cysteel.com.tw/chstake.html","－"
"2070","精湛光學科技股份有限公司","精湛","電機機械","－","高雄市湖內區忠孝街110巷58號","	89855649","吳俊男","許宏安","許宏安","總經理","吳虹臻","07-6937937","1994/09/21","2018/12/17",新台幣                 10.0000元,357828000,35782800,0,0,合併,每半會計年度,董事會,"福邦證券股份有限公司","02-2383-6888","台北市中正區忠孝西路一段6號6樓","資誠聯合會計師事務所","林秀珊","葉芳婷","Ching Chan","No. 58,Lane 110,Zhongxiao St.,Hu-Nei Dist., Kaohsiung City 82945,TaiwanKaohsiung 82945, Taiwan","07-6937772","ccm@ccm3s.com","http://www.ccm3s.com/","許宏安","總經理","07-6937937","ccm@ccm3s.com","http://www.ccm3s.com/","https://ccm3s.com/cgo01/"
"2073","雄順金屬股份有限公司","雄順","鋼鐵工業","－","高雄市路竹區順安路393號","	24512261","陳啟祥","陳啟祥","林上文","副總經理","顏仲裕","07-6960166","2010/04/21","2023/06/21",新台幣                 10.0000元,275000000,27500000,0,0,個別,每年,股東會,"永豐金證券(股)公司股務代理部","02-2381-6288","台北市中正區博愛路17號3樓","勤業眾信聯合會計師事務所","劉裕祥","劉承翰","SSMC","No. 393, Shun'an Rd., Luzhu Dist.,Kaohsiung City 821010, Taiwan","07-6968123","ir@ssmc.com.tw","www.ssmc.com.tw","顏仲裕","會計經理","07-6960166","ir@ssmc.com.tw","www.ssmc.com.tw","https://www.ssmc.com.tw/msg/message-%E5%85%AC%E5%8F%B8%E6%B2%BB%E7%90%86-35.html"
